"Table 2. Average Annual Family Expenditure, by Per Capita Income Decile Class and by Region, Province and HUC: 2018, 2021 and 2023p",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pampanga (Excluding City of Angeles),290.74,193.55,224.69,243.60,268.99,268.35,285.11,275.71,302.10,370.02,475.81,319.82,211.83,237.82,242.25,287.99,281.24,315.11,332.75,362.91,397.29,527.82,343.85,262.79,284.66,309.43,327.26,306.90,342.09,361.02,375.11,387.13,481.17,10.0,9.4,5.8,-0.6,7.1,4.8,10.5,20.7,20.1,7.4,10.9,7.5,24.1,19.7,27.7,13.6,9.1,8.6,8.5,3.4,-2.6,-8.8
City of Angeles,328.33,225.25,248.56,267.06,288.78,309.52,308.37,336.33,358.97,387.65,552.62,360.26,230.80,264.05,283.66,287.45,320.80,342.12,351.48,384.44,424.17,711.75,373.41,300.85,325.97,343.28,344.99,373.52,363.87,381.14,404.77,420.67,474.47,9.7,2.5,6.2,6.2,-0.5,3.6,11.0,4.5,7.1,9.4,28.8,3.7,30.4,23.5,21.0,20.0,16.4,6.4,8.4,5.3,-0.8,-33.3
Tarlac,240.22,137.25,161.17,191.92,190.03,206.04,218.51,255.72,276.81,334.86,429.82,254.24,142.94,166.63,185.87,211.06,205.32,226.65,257.16,285.11,348.50,512.03,299.67,171.30,221.96,242.97,254.74,273.32,299.19,294.92,322.31,387.54,527.19,5.8,4.1,3.4,-3.2,11.1,-0.4,3.7,0.6,3.0,4.1,19.1,17.9,19.8,33.2,30.7,20.7,33.1,32.0,14.7,13.1,11.2,3.0
Zambales (Excluding City of Olongapo),271.36,148.34,182.76,203.74,204.58,214.70,261.06,292.17,313.56,368.42,524.60,224.44,139.16,148.45,164.68,176.68,196.98,202.54,221.42,238.10,316.09,439.71,257.39,167.81,188.58,215.96,215.62,238.20,231.17,296.39,286.54,318.68,414.13,-17.3,-6.2,-18.8,-19.2,-13.6,-8.3,-22.4,-24.2,-24.1,-14.2,-16.2,14.7,20.6,27.0,31.1,22.0,20.9,14.1,33.9,20.4,0.8,-5.8
City of Olongapo,345.73,218.48,258.39,286.12,273.73,297.65,362.64,366.79,391.55,428.71,573.02,314.37,205.42,232.24,250.20,262.11,303.81,300.90,335.25,348.50,367.49,536.14,331.87,196.79,239.11,251.83,297.30,297.64,305.47,332.42,347.26,415.21,634.15,-9.1,-6.0,-10.1,-12.6,-4.3,2.1,-17.0,-8.6,-11.0,-14.3,-6.4,5.6,-4.2,3.0,0.7,13.4,-2.0,1.5,-0.8,-0.4,13.0,18.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION IVA - CALABARZON,304.64,143.95,185.15,211.57,231.13,260.21,286.48,313.05,351.52,427.69,635.78,280.58,140.15,175.69,198.84,221.15,241.85,267.62,288.52,326.37,367.71,577.33,310.32,171.22,200.68,227.83,244.73,267.17,288.92,327.73,353.28,409.14,612.02,-7.9,-2.6,-5.1,-6.0,-4.3,-7.1,-6.6,-7.8,-7.2,-14.0,-9.2,10.6,22.2,14.2,14.6,10.7,10.5,8.0,13.6,8.3,11.3,6.0
Batangas,249.38,140.09,159.84,189.59,191.23,228.01,234.43,239.28,282.80,346.71,481.37,254.56,156.20,176.66,186.56,197.16,210.51,231.37,262.07,316.24,314.64,492.84,279.71,165.92,186.92,213.13,223.08,246.32,264.15,275.20,314.07,359.51,547.87,2.1,11.5,10.5,-1.6,3.1,-7.7,-1.3,9.5,11.8,-9.3,2.4,9.9,6.2,5.8,14.2,13.2,17.0,14.2,5.0,-0.7,14.3,11.2
Cavite,338.35,159.07,221.33,246.19,258.06,292.53,337.14,344.06,412.34,449.13,663.64,313.76,160.99,205.74,233.69,263.63,289.76,293.47,319.02,340.05,387.88,641.27,313.49,182.49,226.83,232.47,250.58,285.44,323.72,323.11,350.01,408.20,550.47,-7.3,1.2,-7.1,-5.1,2.2,-1.0,-13.0,-7.3,-17.5,-13.6,-3.4,-0.1,13.4,10.3,-0.5,-5.0,-1.5,10.3,1.3,2.9,5.2,-14.2
Laguna,321.25,163.10,206.92,225.75,253.29,280.99,304.43,316.92,398.44,450.53,611.88,267.17,136.56,176.60,205.93,220.02,237.82,266.98,277.89,320.96,355.04,472.60,332.44,186.97,229.87,247.08,268.92,289.46,331.66,332.48,373.28,426.01,636.96,-16.8,-16.3,-14.7,-8.8,-13.1,-15.4,-12.3,-12.3,-19.5,-21.2,-22.8,24.4,36.9,30.2,20.0,22.2,21.7,24.2,19.7,16.3,20.0,34.8
Quezon (Excluding City of Lucena),197.86,103.98,128.40,148.83,159.03,163.47,167.51,198.01,227.48,250.35,431.26,194.01,96.23,127.73,139.32,148.59,152.52,166.20,188.76,212.26,253.20,454.36,217.08,149.35,164.86,165.99,176.97,180.47,189.83,209.65,242.22,253.08,437.66,-2.0,-7.5,-0.5,-6.4,-6.6,-6.7,-0.8,-4.7,-6.7,1.1,5.4,11.9,55.2,29.1,19.1,19.1,18.3,14.2,11.1,14.1,-0.1,-3.7
City of Lucena,299.05,170.31,190.33,233.91,231.77,246.23,259.95,283.47,387.92,442.60,544.61,277.87,151.50,185.45,184.57,209.65,222.57,260.68,297.58,317.56,360.23,586.79,300.70,204.12,228.22,236.54,255.37,272.73,285.03,296.64,302.81,399.76,524.07,-7.1,-11.0,-2.6,-21.1,-9.6,-9.6,0.3,5.0,-18.1,-18.6,7.8,8.2,34.7,23.1,28.2,21.8,22.5,9.3,-0.3,-4.6,11.0,-10.7
Rizal,359.21,184.82,226.65,254.64,259.46,283.54,337.08,346.08,382.76,485.09,830.70,331.02,186.28,208.76,243.09,253.69,280.84,290.06,331.85,359.84,449.91,704.67,369.37,194.80,235.94,258.08,282.08,290.97,325.24,387.96,418.86,477.14,820.81,-7.9,0.8,-7.9,-4.5,-2.2,-1.0,-14.0,-4.1,-6.0,-7.3,-15.2,11.6,4.6,13.0,6.2,11.2,3.6,12.1,16.9,16.4,6.1,16.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIMAROPA REGION,174.79,100.20,120.72,126.85,133.29,138.21,147.94,161.86,184.18,228.68,406.01,178.46,92.74,112.90,121.72,130.24,138.00,152.05,166.41,189.59,253.91,426.86,189.77,102.73,132.62,135.37,137.38,155.62,160.71,175.83,201.85,237.58,457.89,2.1,-7.5,-6.5,-4.0,-2.3,-0.2,2.8,2.8,2.9,11.0,5.1,6.3,10.8,17.5,11.2,5.5,12.8,5.7,5.7,6.5,-6.4,7.3
Marinduque,184.76,116.30,124.35,135.90,153.72,138.69,147.78,168.04,190.86,238.25,433.47,183.97,120.30,138.53,140.83,150.87,145.41,166.73,175.49,187.49,245.84,367.62,222.87,154.38,171.96,169.59,187.47,174.30,187.89,193.54,221.42,275.74,491.74,-0.4,3.4,11.4,3.6,-1.9,4.9,12.8,4.4,-1.8,3.2,-15.2,21.2,28.3,24.1,20.4,24.3,19.9,12.7,10.3,18.1,12.2,33.8
Occidental Mindoro,178.40,77.80,112.89,116.18,133.12,130.90,137.78,161.61,178.45,245.17,489.62,175.78,75.11,103.95,113.60,127.16,132.26,155.50,161.99,201.42,266.12,419.42,190.21,88.01,111.26,133.17,138.23,144.85,152.10,169.59,205.30,244.13,515.01,-1.5,-3.5,-7.9,-2.2,-4.5,1.0,12.9,0.2,12.9,8.6,-14.3,8.2,17.2,7.0,17.2,8.7,9.5,-2.2,4.7,1.9,-8.3,22.8
Oriental Mindoro,184.15,112.17,132.69,132.31,149.58,156.02,149.50,175.81,189.64,237.98,405.39,204.90,91.49,113.59,137.24,137.85,165.69,169.62,200.81,218.61,324.37,487.33,198.30,108.58,142.74,142.24,155.26,175.83,161.02,196.37,198.97,243.60,456.38,11.3,-18.4,-14.4,3.7,-7.8,6.2,13.5,14.2,15.3,36.3,20.2,-3.2,18.7,25.7,3.7,12.6,6.1,-5.1,-2.2,-9.0,-24.9,-6.4
Palawan (Excluding City of Puerto Princesa),151.11,104.03,121.10,117.97,126.17,129.11,132.25,139.30,163.24,174.89,303.55,154.12,91.13,109.56,112.93,117.81,127.98,132.42,146.37,161.31,170.89,369.62,157.39,96.08,108.38,120.65,120.93,120.16,137.87,149.18,160.72,197.15,360.86,2.0,-12.4,-9.5,-4.3,-6.6,-0.9,0.1,5.1,-1.2,-2.3,21.8,2.1,5.4,-1.1,6.8,2.7,-6.1,4.1,1.9,-0.4,15.4,-2.4
City of Puerto Princesa,228.90,129.57,152.51,150.50,165.71,192.56,204.78,242.62,274.27,293.42,482.49,192.22,105.48,123.71,126.68,151.56,154.38,160.61,176.72,220.91,288.31,412.36,236.61,140.22,158.68,171.35,188.68,195.90,216.37,219.01,263.46,325.92,485.52,-16.0,-18.6,-18.9,-15.8,-8.5,-19.8,-21.6,-27.2,-19.5,-1.7,-14.5,23.1,32.9,28.3,35.3,24.5,26.9,34.7,23.9,19.3,13.0,17.7
Romblon,152.63,97.85,106.80,109.36,112.49,117.47,120.84,138.60,134.08,190.81,397.95,166.37,98.91,111.00,119.87,127.73,128.21,146.07,138.71,158.92,223.69,410.16,194.53,131.93,144.85,148.42,141.39,152.15,148.63,156.67,186.92,243.51,489.80,9.0,1.1,3.9,9.6,13.5,9.2,20.9,0.1,18.5,17.2,3.1,16.9,33.4,30.5,23.8,10.7,18.7,1.8,13.0,17.6,8.9,19.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION V - BICOL REGION,193.42,111.05,129.13,135.51,141.93,153.85,166.63,176.66,199.60,256.24,463.46,190.27,103.62,120.63,133.41,138.26,148.69,160.89,168.96,201.84,268.74,457.48,202.62,119.94,135.23,144.07,154.27,158.31,167.50,184.56,209.22,271.25,481.72,-1.6,-6.7,-6.6,-1.6,-2.6,-3.4,-3.4,-4.4,1.1,4.9,-1.3,6.5,15.7,12.1,8.0,11.6,6.5,4.1,9.2,3.7,0.9,5.3
Albay,202.87,124.97,127.15,131.44,152.01,166.04,168.54,169.91,208.46,302.63,476.79,213.16,106.50,124.20,146.37,152.60,166.48,176.99,193.64,234.55,324.25,505.18,215.64,133.59,154.86,161.70,164.24,180.53,182.69,197.24,228.45,286.88,465.04,5.1,-14.8,-2.3,11.4,0.4,0.3,5.0,14.0,12.5,7.1,6.0,1.2,25.4,24.7,10.5,7.6,8.4,3.2,1.9,-2.6,-11.5,-8.0
Camarines Norte,178.92,109.67,125.83,138.54,137.69,145.49,153.85,167.46,195.87,241.27,373.25,175.28,98.66,124.22,128.24,124.85,149.77,146.30,164.84,185.75,242.44,386.81,190.37,124.82,144.60,154.85,154.64,159.62,165.37,190.26,184.22,223.49,400.59,-2.0,-10.0,-1.3,-7.4,-9.3,2.9,-4.9,-1.6,-5.2,0.5,3.6,8.6,26.5,16.4,20.8,23.9,6.6,13.0,15.4,-0.8,-7.8,3.6
Camarines Sur,206.70,112.89,137.13,144.32,150.12,162.52,180.90,194.81,213.68,259.65,511.46,193.56,105.58,119.02,131.87,139.49,151.78,169.00,171.86,209.99,268.37,467.79,202.25,105.07,118.75,128.00,140.82,142.11,162.25,177.85,229.65,332.67,484.00,-6.4,-6.5,-13.2,-8.6,-7.1,-6.6,-6.6,-11.8,-1.7,3.4,-8.5,4.5,-0.5,-0.2,-2.9,1.0,-6.4,-4.0,3.5,9.4,24.0,3.5
Catanduanes,202.12,125.96,135.58,150.60,151.71,168.56,181.32,181.47,207.65,276.91,442.31,219.12,118.05,137.95,144.28,154.22,163.27,181.74,189.43,233.49,308.05,559.02,230.91,123.39,136.85,152.58,163.99,172.78,184.44,203.13,251.72,321.85,597.02,8.4,-6.3,1.8,-4.2,1.7,-3.1,0.2,4.4,12.5,11.3,26.4,5.4,4.5,-0.8,5.8,6.3,5.8,1.5,7.2,7.8,4.5,6.8
Masbate,156.25,97.92,106.09,114.86,116.58,132.70,124.58,138.76,154.05,202.27,374.73,151.40,92.14,104.10,111.02,114.57,118.09,125.71,131.35,137.03,188.25,390.43,184.02,122.77,126.97,130.09,144.07,147.53,170.04,161.65,172.59,225.21,437.71,-3.1,-5.9,-1.9,-3.3,-1.7,-11.0,0.9,-5.3,-11.1,-6.9,4.2,21.5,33.2,22.0,17.2,25.8,24.9,35.3,23.1,26.0,19.6,12.1
Sorsogon,196.33,115.11,136.86,144.00,152.30,161.35,170.26,162.72,207.88,250.95,461.45,190.63,111.09,135.61,139.93,149.35,153.56,168.16,172.41,187.04,244.86,443.08,203.51,137.19,145.85,153.90,157.27,172.56,169.05,180.60,193.32,251.39,472.73,-2.9,-3.5,-0.9,-2.8,-1.9,-4.8,-1.2,6.0,-10.0,-2.4,-4.0,6.8,23.5,7.6,10.0,5.3,12.4,0.5,4.8,3.4,2.7,6.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VI - WESTERN VISAYAS,208.38,115.99,129.53,140.21,146.01,157.47,163.89,184.37,226.32,305.82,513.73,211.08,102.97,124.62,133.61,143.71,154.67,174.24,191.29,229.87,311.47,544.15,229.74,139.64,150.14,166.86,181.96,190.83,196.62,217.43,245.14,318.93,489.00,1.3,-11.2,-3.8,-4.7,-1.6,-1.8,6.3,3.8,1.6,1.9,5.9,8.8,35.6,20.5,24.9,26.6,23.4,12.9,13.7,6.6,2.4,-10.1
Aklan,224.94,126.02,145.42,161.57,170.41,171.79,181.63,203.28,229.73,312.86,546.52,216.23,102.86,119.88,137.28,152.73,165.11,167.75,183.85,221.26,314.17,596.84,247.56,169.87,177.09,190.05,207.65,217.70,215.45,221.52,248.91,351.61,475.07,-3.9,-18.4,-17.6,-15.0,-10.4,-3.9,-7.6,-9.6,-3.7,0.4,9.2,14.5,65.2,47.7,38.5,36.0,31.9,28.4,20.5,12.5,11.9,-20.4
Antique,160.39,107.45,112.58,112.63,124.12,131.17,131.11,138.25,183.63,183.90,379.74,178.33,79.53,99.84,109.56,120.72,141.17,147.63,156.61,197.26,267.30,462.06,216.38,122.74,135.29,148.70,159.68,172.10,164.88,209.72,205.51,306.72,537.20,11.2,-26.0,-11.3,-2.7,-2.7,7.6,12.6,13.3,7.4,45.4,21.7,21.3,54.3,35.5,35.7,32.3,21.9,11.7,33.9,4.2,14.8,16.3
Capiz,198.65,128.02,135.66,146.25,152.71,163.25,167.20,182.24,195.60,243.70,471.46,207.46,144.14,159.99,156.03,171.94,174.85,181.22,196.07,207.51,243.51,438.07,225.28,137.20,156.14,181.29,202.27,180.97,211.24,212.56,248.91,278.09,443.38,4.4,12.6,17.9,6.7,12.6,7.1,8.4,7.6,6.1,-0.1,-7.1,8.6,-4.8,-2.4,16.2,17.6,3.5,16.6,8.4,20.0,14.2,1.2
Iloilo (Excluding City of Iloilo),202.86,113.24,123.60,126.01,139.62,141.56,153.02,172.24,226.36,326.77,505.65,209.67,102.75,119.04,118.37,125.64,136.71,165.74,190.38,248.07,328.29,560.33,214.57,136.98,142.64,145.71,160.31,169.28,184.24,197.83,236.16,298.19,472.93,3.4,-9.3,-3.7,-6.1,-10.0,-3.4,8.3,10.5,9.6,0.5,10.8,2.3,33.3,19.8,23.1,27.6,23.8,11.2,3.9,-4.8,-9.2,-15.6
City of Iloilo,302.50,161.68,173.30,198.25,212.49,222.20,274.07,292.64,337.61,429.81,723.10,268.90,139.75,153.65,188.29,189.68,208.05,220.14,261.93,314.46,355.52,655.69,306.65,195.73,211.72,225.78,247.13,258.26,259.64,298.82,345.22,428.77,592.97,-11.1,-13.6,-11.3,-5.0,-10.7,-6.4,-19.7,-10.5,-6.9,-17.3,-9.3,14.0,40.1,37.8,19.9,30.3,24.1,17.9,14.1,9.8,20.6,-9.6
Guimaras,194.78,128.08,158.33,153.59,156.85,171.73,175.47,174.71,187.53,223.68,417.51,203.41,117.59,142.22,141.69,149.14,154.20,150.11,192.83,204.42,238.32,539.79,238.72,179.72,193.64,206.79,212.08,199.65,210.92,219.62,222.32,308.69,432.21,4.4,-8.2,-10.2,-7.8,-4.9,-10.2,-14.5,10.4,9.0,6.6,29.3,17.4,52.8,36.2,46.0,42.2,29.5,40.5,13.9,8.8,29.5,-19.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEGROS ISLAND REGION,184.49,88.20,103.56,121.59,123.08,137.19,150.93,170.43,210.77,265.41,472.74,175.67,87.38,107.09,121.74,127.17,136.31,149.56,169.30,172.17,266.11,418.88,203.84,107.13,122.64,146.61,155.80,165.36,179.38,204.93,223.42,272.66,460.08,-4.8,-0.9,3.4,0.1,3.3,-0.6,-0.9,-0.7,-18.3,0.3,-11.4,16.0,22.6,14.5,20.4,22.5,21.3,19.9,21.1,29.8,2.5,9.8
Negros Occidental (Excluding City of Bacolod),172.78,92.07,111.24,123.55,134.74,138.82,148.61,167.34,190.56,236.96,383.61,164.03,95.53,113.72,125.64,132.30,133.39,149.69,158.23,165.13,193.48,372.01,201.43,117.90,130.42,155.50,161.75,162.49,172.85,200.72,222.47,233.93,455.23,-5.1,3.8,2.2,1.7,-1.8,-3.9,0.7,-5.5,-13.4,-18.4,-3.0,22.8,23.4,14.7,23.8,22.3,21.8,15.5,26.9,34.7,20.9,22.4
City of Bacolod,285.70,142.51,167.90,181.83,214.28,230.47,248.05,258.85,330.01,415.24,668.22,267.53,148.07,169.87,199.11,211.74,229.26,240.53,262.15,293.63,380.79,539.09,292.81,172.22,208.42,228.61,235.83,268.47,286.85,297.65,349.60,394.22,485.22,-6.4,3.9,1.2,9.5,-1.2,-0.5,-3.0,1.3,-11.0,-8.3,-19.3,9.5,16.3,22.7,14.8,11.4,17.1,19.3,13.5,19.1,3.5,-10.0
Negros Oriental,163.73,71.75,83.59,90.40,95.44,106.87,114.91,133.65,179.94,251.60,508.87,156.94,76.03,84.31,93.30,102.79,107.50,127.14,136.90,149.03,236.53,455.42,168.82,93.16,102.06,105.94,125.12,129.61,140.40,151.76,181.08,207.81,450.66,-4.2,6.0,0.9,3.2,7.7,0.6,10.6,2.4,-17.2,-6.0,-10.5,7.6,22.5,21.1,13.5,21.7,20.6,10.4,10.9,21.5,-12.1,-1.0
Siquijor,182.27,95.58,95.66,123.29,123.35,132.54,153.71,181.56,178.56,262.95,474.98,202.59,127.70,129.39,121.54,118.40,161.60,163.46,159.31,207.39,299.86,533.73,230.26,151.12,155.00,151.15,170.76,153.12,202.44,211.66,255.20,277.29,570.41,11.2,33.6,35.3,-1.4,-4.0,21.9,6.3,-12.3,16.2,14.0,12.4,13.7,18.3,19.8,24.4,44.2,-5.3,23.8,32.9,23.1,-7.5,6.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VII - CENTRAL VISAYAS,213.23,106.14,127.54,139.99,153.05,170.77,189.20,216.96,241.60,297.02,489.85,201.32,94.67,112.85,126.93,147.13,156.36,173.73,198.70,238.01,283.47,481.01,218.03,125.29,142.71,152.55,169.74,188.15,196.12,215.11,251.35,288.63,450.39,-5.6,-10.8,-11.5,-9.3,-3.9,-8.4,-8.2,-8.4,-1.5,-4.6,-1.8,8.3,32.4,26.5,20.2,15.4,20.3,12.9,8.3,5.6,1.8,-6.4
Bohol,201.06,105.97,119.14,126.63,130.05,139.11,154.26,190.53,213.98,288.10,541.77,181.43,91.99,111.73,127.76,126.00,143.77,156.32,159.12,199.46,273.32,423.31,193.25,120.49,127.89,140.19,144.56,155.69,161.86,186.65,197.26,252.72,443.47,-9.8,-13.2,-6.2,0.9,-3.1,3.4,1.3,-16.5,-6.8,-5.1,-21.9,6.5,31.0,14.5,9.7,14.7,8.3,3.5,17.3,-1.1,-7.5,4.8
Cebu (Excluding the Cities of Cebu  Lapu-Lapu and Mandaue),188.18,99.98,118.63,132.27,141.27,157.85,170.84,192.99,204.01,244.10,420.14,174.12,87.46,100.11,112.91,122.98,139.30,142.19,157.76,199.56,238.56,438.54,193.81,121.48,129.02,146.13,150.81,161.37,182.81,188.36,211.54,247.92,397.47,-7.5,-12.5,-15.6,-14.6,-13.0,-11.8,-16.8,-18.3,-2.2,-2.3,4.4,11.3,38.9,28.9,29.4,22.6,15.8,28.6,19.4,6.0,3.9,-9.4
City of Cebu,274.86,138.84,169.55,182.63,193.74,242.40,251.10,301.93,324.02,371.42,574.21,255.86,143.68,167.72,195.99,192.91,217.39,258.15,255.04,291.82,324.90,509.41,260.13,165.44,190.81,210.11,218.64,230.07,240.91,263.62,289.16,305.20,486.29,-6.9,3.5,-1.1,7.3,-0.4,-10.3,2.8,-15.5,-9.9,-12.5,-11.3,1.7,15.1,13.8,7.2,13.3,5.8,-6.7,3.4,-0.9,-6.1,-4.5
City of Lapu-Lapu (Opon),258.85,127.91,165.08,177.03,213.32,218.20,242.79,249.94,301.34,369.19,524.55,284.73,141.74,175.49,192.77,213.67,225.79,253.60,281.87,299.85,405.71,655.47,297.73,171.69,203.80,228.70,236.78,256.59,280.80,311.94,323.91,398.32,563.20,10.0,10.8,6.3,8.9,0.2,3.5,4.5,12.8,-0.5,9.9,25.0,4.6,21.1,16.1,18.6,10.8,13.6,10.7,10.7,8.0,-1.8,-14.1
City of Mandaue ,241.44,149.99,168.54,173.85,203.96,217.20,225.46,233.87,277.70,285.89,477.52,243.95,149.25,162.84,181.41,185.97,204.96,216.37,245.11,247.63,299.88,544.96,283.03,174.50,216.08,230.17,246.79,259.99,272.76,289.58,304.46,338.35,496.67,1.0,-0.5,-3.4,4.4,-8.8,-5.6,-4.0,4.8,-10.8,4.9,14.1,16.0,16.9,32.7,26.9,32.7,26.9,26.1,18.2,23.0,12.8,-8.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGION VIII - EASTERN VISAYAS,178.64,98.97,112.63,119.85,120.58,133.93,145.82,152.27,181.16,246.49,474.59,189.13,96.11,112.16,123.01,131.04,139.77,154.60,165.93,195.71,272.90,499.28,199.91,116.42,133.89,143.62,148.00,159.86,167.22,178.21,201.10,272.16,478.35,5.9,-2.9,-0.4,2.6,8.7,4.4,6.0,9.0,8.0,10.7,5.2,5.7,21.1,19.4,16.8,12.9,14.4,8.2,7.4,2.8,-0.3,-4.2
Eastern Samar,159.07,100.00,106.41,116.07,119.01,133.83,129.87,131.16,162.63,202.48,389.31,164.72,84.55,89.64,100.78,109.48,119.02,128.29,150.30,182.99,261.72,419.28,194.35,123.91,138.20,150.91,149.84,147.67,163.10,170.11,201.66,254.60,442.68,3.6,-15.5,-15.8,-13.2,-8.0,-11.1,-1.2,14.6,12.5,29.3,7.7,18.0,46.6,54.2,49.8,36.9,24.1,27.1,13.2,10.2,-2.7,5.6
Leyte (Excluding City of Tacloban),168.25,94.87,111.75,112.30,109.16,128.01,137.14,146.74,162.82,224.79,455.01,185.78,93.02,106.73,119.73,128.41,125.06,155.87,163.51,194.30,264.50,505.45,197.09,113.51,130.30,138.07,149.49,154.31,163.71,175.04,191.00,275.35,478.61,10.4,-2.0,-4.5,6.6,17.6,-2.3,13.7,11.4,19.3,17.7,11.1,6.1,22.0,22.1,15.3,16.4,23.4,5.0,7.1,-1.7,4.1,-5.3
City of Tacloban,290.88,136.99,155.72,177.84,185.95,202.20,222.71,292.68,369.00,450.65,714.20,305.79,139.16,159.97,174.99,181.09,192.99,245.72,277.46,375.25,479.08,829.43,297.52,161.37,182.99,197.21,209.56,217.46,253.27,272.86,361.77,434.87,680.90,5.1,1.6,2.7,-1.6,-2.6,-4.6,10.3,-5.2,1.7,6.3,16.1,-2.7,16.0,14.4,12.7,15.7,12.7,3.1,-1.7,-3.6,-9.2,-17.9
